ID,Name
ckfu4fi9io6s71comq40,Cro
ckfu4fi9io6s71comq50,Direct Sales
ckfu4fi9io6s71comq5g,Partner Channels
ckfu4fi9io6s71comq6g,Resource Allocation
ckfu4fi9io6s71comq70,Lead Teams
ckfu4fi9io6s71comq7g,Build
ckfu4fi9io6s71comq80,Revenue Generation
ckfu4fi9io6s71comq8g,International Expansion
ckfu4fi9io6s71comq9g,Product Strategy
ckfu4fi9io6s71comqb0,B2b
ckfu4fi9io6s71comqbg,B2c
ckfu4fi9io6s71comqc0,B2b2c
ckfu4fi9io6s71comqcg,Saas
ckfu4fi9io6s71comqd0,Mobile
ckfu4fi9io6s71comqeg,Ux/Ui Design
ckfu4fi9io6s71comqf0,Motion Graphics
ckfu4fi9io6s71comqfg,3D
ckfu4fi9io6s71comqg0,Brand Identity
ckfu4fi9io6s71comqgg,Advertising
ckfu4fi9io6s71comqhg,Clothing Design
ckfu4fi9io6s71comqjg,Content Strategy
ckfu4fi9io6s71comqk0,Metric Analysis
ckfu4fi9io6s71comql0,User Experience
ckfu4fi9io6s71comqm0,Usability Testing
ckfu4fi9io6s71comqmg,User Research
ckfu4fi9io6s71comqng,A/B Testing
ckfu4fi9io6s71comqo0,Product Owner
ckfu4fi9io6s71comqog,E-Commerce
ckfu4fi9io6s71comqp0,Conversion Optimization
ckfu4fi9io6s71comqpg,Team Leadership
ckfu4fi9io6s71comqq0,Change Management
ckfu4fi9io6s71comqqg,Communications
ckfu4fi9io6s71comqr0,Training
ckfu4fi9io6s71comqs0,Business Development
ckfu4fi9io6s71comqsg,Generative Ai
ckfu4fi9io6s71comqu0,Project Management
ckfu4fi9io6s71comqvg,Reactjs
ckfu4fi9io6s71comr20,Git
ckfu4fi9io6s71comr2g,Nodejs
ckfu4fi9io6s71comr30,Mongodb
ckfu4fi9io6s71comr3g,Embeddedjs
ckfu4fi9io6s71comr4g,Cspo
ckfu4fi9io6s71comr50,Jira
ckfu4fi9io6s71comr5g,Pm
ckfu4fi9io6s71comr60,Po
ckfu4fi9io6s71comr6g,Qa Testing
ckfu4fi9io6s71comr8g,Brand Design
ckfu4fi9io6s71comr90,Packaging Design
ckfu4fi9io6s71comra0,Illustration
ckfu4fi9io6s71comrb0,Illustrator
ckfu4fi9io6s71comrbg,C4d
ckfu4fi9io6s71comrd0,Technical Skills • Drone Cinematography • Video Editing • Producing • Storytellingother Skills • Analytical • Excellent Organizational Skills • Critical Thinking • Highly Innovative • Goal- And Detail-Oriented • Professional
ckfu4fi9io6s71comrdg,Strong And Positive Comm
ckfu4fi9io6s71comrfg,Roadmap
ckfu4fi9io6s71comrgg,Implementations
ckfu4fi9io6s71comrh0,Partnership
ckfu4fi9io6s71comri0,Operational Excellence
ckfu4fi9io6s71comrig,Program Management
ckfu4fi9io6s71comrj0,People Management
ckfu4fi9io6s71comrm0,Planning And Execution
ckfu4fi9io6s71comrmg,Dynamic Pricing And Modeling
ckfu4fi9io6s71comrn0,Gtm Sales Initiatives And Planning
ckfu4fi9io6s71comrpg,Entrepreneurship
ckfu4fi9io6s71comrq0,Business Coaching
ckfu4fi9io6s71comrr0,Marketing Automation
ckfu4fi9io6s71comrrg,Public Speaking
ckfu4fi9io6s71comrsg,Online Marketing
ckfu4fi9io6s71comrt0,Infusionsoft
ckfu4fi9io6s71comrtg,Keap
ckfu4fi9io6s71comru0,Helpscout
ckfu4fi9io6s71comrug,Openai
ckfu4fi9io6s71comrv0,Change Communications
ckfu4fi9io6s71coms0g,Adobe Photoshop
ckfu4fi9io6s71coms1g,Adobe Indesign
ckfu4fi9io6s71coms20,Screen Printing
ckfu4fi9io6s71coms2g,Engraving
ckfu4fi9io6s71coms3g,Pottery
ckfu4fi9io6s71coms40,Cross Stitching
ckfu4fi9io6s71coms4g,Microsoft Powerpoint
ckfu4fi9io6s71coms50,Microsoft Word
ckfu4fi9io6s71coms5g,Recruiting
ckfu4fi9io6s71coms70,Payroll
ckfu4fi9io6s71coms8g,Social Media Marketing Manager Facebook Marketing Instagram Marketing Digital Marketing Snapchat Marketing Tiktok Marketing Pinterest Marketing
ckfu4fi9io6s71comsa0,Gtm Strategy
ckfu4fi9io6s71comsbg,Content Planning
ckfu4fi9io6s71comscg,Community Management
ckfu4fi9io6s71comsd0,Web Strategy
ckfu4fi9io6s71comsdg,Seo & Sem
ckfu4fi9io6s71comse0,Performance Marketing
ckfu4fi9io6s71comseg,Measurement & Optimization
ckfu4fi9io6s71comsf0,Agile Project Management
ckfu4fi9io6s71comsgg,Conceptual Ideation
ckfu4fi9io6s71comsh0,Integrated Campaigns
ckfu4fi9io6s71comsi0,Digital
ckfu4fi9io6s71comsig,Mentorship
ckfu4fi9io6s71comsjg,Blogs
ckfu4fi9io6s71comskg,Sales
ckfu4fi9io6s71comsl0,Sales Enablement
ckfu4fi9io6s71comslg,Sales Operations
ckfu4fi9io6s71comsm0,Business Planning
ckfu4fi9io6s71comsng,Event Planning
ckfu4fi9io6s71comso0,Onboarding
ckfu4fi9io6s71comsog,Templates & Playbooks
ckfu4fi9io6s71comspg,Content Creator
ckfu4fi9io6s71comsq0,Video Producer
ckfu4fi9io6s71comsrg,Animated Presentations
ckfu4fi9io6s71comss0,3D Experience
ckfu4fi9io6s71comst0,Social Creation/Delivery/Analytics
ckfu4fi9io6s71comstg,Resourceful
ckfu4fi9io6s71comsu0,Modeling
ckfu4fi9io6s71comsv0,Gd&T
ckfu4fi9io6s71comsvg,Aerospace
ckfu4fi9io6s71comt00,Cnc
ckfu4fi9io6s71comt0g,Cad
ckfu4fi9io6s71comt1g,Node
ckfu4fi9io6s71comt40,I Have Excellent Knowledge Of The Ap Style Guide And I'm Well Versed In Both Uk And Us English. My Technical Skills Include A Sound Understanding Of Seo Analytical Tools And Cmss Like Asana And Airtable. Here's A Link To My Portfolio: Https
ckfu4fi9io6s71comt4g,Drive.googl
ckfu4fi9io6s71comt6g,Blogging
ckfu4fi9io6s71comt70,Cannabis Marketing
ckfu4fi9io6s71comt80,Social Media Content
ckfu4fi9io6s71comt8g,Topic Research
ckfu4fi9io6s71comta0,Campaign Planning
ckfu4fi9io6s71comtbg,Brand Management
ckfu4fi9io6s71comtc0,New Product Launches
ckfu4fi9io6s71comtdg,Ai Whisperer
ckfu4fi9io6s71comte0,Marketing Strategist
ckfu4fi9io6s71comteg,Creative Director
ckfu4fi9io6s71comtf0,Entrepreneur
ckfu4fi9io6s71comtfg,Nlp
ckfu4fi9io6s71comtg0,Statistics
ckfu4fi9io6s71comth0,Lead Generation
ckfu4fi9io6s71comtjg,Cold Calling
ckfu4fi9io6s71comtk0,Technical Recruiting
ckfu4fi9io6s71comtl0,Html5
ckfu4fi9io6s71comtn0,Hubspot
ckfu4fi9io6s71comto0,Bootstrap
ckfu4fi9io6s71comtpg,Marketing Planning
ckfu4fi9io6s71comtqg,Customer Success Operations
ckfu4fi9io6s71comtrg,Gainsight Administration
ckfu4fi9io6s71comtt0,Product Ownership
ckfu4fi9io6s71comtu0,Copyediting
ckfu4fi9io6s71comtvg,Artist
ckfu4fi9io6s71comu0g,Creative
ckfu4fi9io6s71comu10,Strategist
ckfu4fi9io6s71comu1g,Director
ckfu4fi9io6s71comu20,Dreamer
ckfu4fi9io6s71comu2g,Prototyping
ckfu4fi9io6s71comu40,Account Management
ckfu4fi9io6s71comu4g,Implementation Strategy
ckfu4fi9io6s71comu50,Soft Skills
ckfu4fi9io6s71comu5g,Corporate Training
ckfu4fi9io6s71comu60,Presentation Design
ckfu4fi9io6s71comu70,Edtech
ckfu4fi9io6s71comu7g,Ppc Ads
ckfu4fi9io6s71comu8g,Landing Pages
ckfu4fi9io6s71comu90,360 Campaigns
ckfu4fi9io6s71comuag,Etc
ckfu4fi9io6s71comuc0,Canva
ckfu4fi9io6s71comucg,Community Engagement
ckfu4fi9io6s71comud0,Research
ckfu4fi9io6s71comudg,Social Media Management
ckfu4fi9io6s71comugg,Ux Writing
ckfu4fi9io6s71comuig,Content Creation
ckfu4fi9io6s71comuj0,Marketing Communications
ckfu4fi9io6s71comulg,Marketing Operations
ckfu4fi9io6s71comum0,Event Management
ckfu4fi9io6s71comumg,Public Relations
ckfu4fi9io6s71comun0,Crisis Communications
ckfu4fi9io6s71comuog,Digital Newsletters
ckfu4fi9io6s71comuqg,Ux/Ui
ckfu4fi9io6s71comus0,Video Direction
ckfu4fi9io6s71comusg,Conceptualisation
ckfu4fi9io6s71comuv0,Data Management
ckfu4fi9io6s71comv00,Hiring
ckfu4fi9io6s71comv20,Operations Management
ckfu4fi9io6s71comv2g,Client Relationship Building
ckfu4fi9io6s71comv30,Business Transformation
ckfu4fi9io6s71comv40,Manager
ckfu4fi9io6s71comv50,Hosting
ckfu4fi9io6s71comv5g,Data Migration
ckfu4fi9io6s71comv70,Api
ckfu4fi9io6s71comv80,Rest
ckfu4fi9io6s71comv8g,Magento
ckfu4fi9io6s71comv9g,Web
ckfu4fi9io6s71comva0,Cloud
ckfu4fi9io6s71comvag,"Paid Social (Meta, Tiktok, Twitter, Linkedin, Pinterest)"
ckfu4fi9io6s71comvb0,Site Direct Display Buys
ckfu4fi9io6s71comvbg,Campaign Optimization
ckfu4fi9io6s71comvc0,Post-Campaign Analysis
ckfu4fi9io6s71comvcg,Ad Copywriting
ckfu4fi9io6s71comvd0,Campaign Planning Research
ckfu4fi9io6s71comvdg,Campaign Execution
ckfu4fi9io6s71comveg,Video Production
ckfu4fi9io6s71comvf0,Cameras
ckfu4fi9io6s71comvh0,Talent Acquisition
ckfu4fi9io6s71comvj0,Typing
ckfu4fi9io6s71comvk0,Emails
ckfu4fi9io6s71comvl0,My Key Skills Include Financial Modeling
ckfu4fi9io6s71comvlg,Strategic Planning & Analysis
ckfu4fi9io6s71comvm0,Data Analytics
ckfu4fi9io6s71comvmg,Capital Iq & Pitchbook Proficiency
ckfu4fi9io6s71comvn0,Mergers & Acquisitions
ckfu4fi9io6s71comvng,Team Leadership & Management
ckfu4fi9io6s71comvo0,Operational Efficiency Improvement
ckfu4fi9io6s71comvog,Market Research & Trend Analysis
ckfu4fi9io6s71comvs0,Marketing Leadership
ckfu4fi9io6s71comvu0,Inbound Marketing
ckfu4fi9io6s71comvug,Outbound Marketing
ckfu4fi9io6s71comvv0,Thought Leadership
ckfu4fi9io6s71comvvg,Media Relations
ckfu4fi9io6s71con000,Events Marketing
ckfu4fi9io6s71con00g,Guerrilla Marketing
ckfu4fi9io6s71con020,Affiliate Marketing
ckfu4fi9io6s71con03g,Website Consulting
ckfu4fi9io6s71con09g,Oop
ckfu4fi9io6s71con0b0,Playwright
ckfu4fi9io6s71con0c0,Automation
ckfu4fi9io6s71con0cg,Testing
ckfu4fi9io6s71con0d0,Agile
ckfu4fi9io6s71con0eg,Paid Social
ckfu4fi9io6s71con0f0,Ott
ckfu4fi9io6s71con0fg,Digital Audio
ckfu4fi9io6s71con0hg,Discovery
ckfu4fi9io6s71con0i0,Requirements
ckfu4fi9io6s71con0ig,Prioritization
ckfu4fi9io6s71con0k0,Video Editor
ckfu4fi9io6s71con0l0,Finishing Editor
ckfu4fi9io6s71con0lg,Davinci Resolve
ckfu4fi9io6s71con0m0,Adobe Premiere
ckfu4fi9io6s71con0mg,Avid
ckfu4fi9io6s71con0ng,Ngs Analysis
ckfu4fi9io6s71con0og,Pipeline Production
ckfu4fi9io6s71con0pg,Npi
ckfu4fi9io6s71con0qg,Strategic Marketing
ckfu4fi9io6s71con0r0,Revenue And Profit Growth
ckfu4fi9io6s71con0s0,C# .Net
ckfu4fi9io6s71con0t0,Azure Devops
ckfu4fi9io6s71con0ug,Travel Coordinator
ckfu4fi9io6s71con0v0,Social Media Manager
ckfu4fi9io6s71con0vg,Skilled In Spreadsheets
ckfu4fi9io6s71con11g,Business Analysis
ckfu4fi9io6s71con12g,Agile Methodologies
ckfu4fi9io6s71con130,Requirement Gathering
ckfu4fi9io6s71con13g,Stakeholder Management
ckfu4fi9io6s71con160,Software Sales
ckfu4fi9io6s71con16g,Contract Negotiations
ckfu4fi9io6s71con17g,Client Relationship Management
ckfu4fi9io6s71con18g,Budgeting
ckfu4fi9io6s71con190,Travel Planning
ckfu4fi9io6s71con1bg,Animation
ckfu4fi9io6s71con1d0,Audiovisual
ckfu4fi9io6s71con1dg,Multimedia
ckfu4fi9io6s71con1eg,"Planning. Organizing. Communication Skills (Via Text, Emails Or Voice)"
ckfu4fi9io6s71con1f0,Empathy
ckfu4fi9io6s71con1fg,Ability To Use Positive Language
ckfu4fi9io6s71con1g0,Adaptable
ckfu4fi9io6s71con1hg,People Operations
ckfu4fi9io6s71con1jg,Content Writing
ckfu4fi9io6s71con1kg,Ppc Copywriting
ckfu4fi9io6s71con1lg,Email Copywriting
ckfu4fi9io6s71con1m0,Web Copy
ckfu4fi9io6s71con1n0,"Frontend (Javascript, Html, Css, Reactjs, Typescript) Backend(Nodejs, Cloud (Aws)"
ckfu4fi9io6s71con1ng,"Dbs(Mongodb, Postgres, Sql)"
ckfu4fi9io6s71con1o0,Devops
ckfu4fi9io6s71con1og,Corporate Strategy
ckfu4fi9io6s71con1pg,Operations Excellence
ckfu4fi9io6s71con1q0,Global Leadership
ckfu4fi9io6s71con1qg,Financial Analysis/Investing
ckfu4fi9io6s71con1rg,M&A
ckfu4fi9io6s71con1s0,Supply Chain & Distribution
ckfu4fi9io6s71con1sg,"Continuous Improvement (Lean, 6 Sigma)"
ckfu4fi9io6s71con1ug,Product Launches
ckfu4fi9io6s71con1v0,Gtm
ckfu4fi9io6s71con23g,Revit/Bim
ckfu4fi9io6s71con24g,Sketchup
ckfu4fi9io6s71con25g,Coo
ckfu4fi9io6s71con260,Attorney
ckfu4fi9io6s71con26g,Cfo
ckfu4fi9io6s71con280,Smm
ckfu4fi9io6s71con28g,Cms
ckfu4fi9io6s71con290,Web Development
ckfu4fi9io6s71con29g,Ms Office
ckfu4fi9io6s71con2a0,Basic Computer
ckfu4fi9io6s71con2d0,Back-End
ckfu4fi9io6s71con2gg,Editor
ckfu4fi9io6s71con2hg,Comedian
ckfu4fi9io6s71con2ig,Paid Media
ckfu4fi9io6s71con2j0,Digital Strategy
ckfu4fi9io6s71con2kg,Programmatic Ads
ckfu4fi9io6s71con2og,Campaign Management
ckfu4fi9io6s71con2pg,Microsoft Outlook
ckfu4fi9io6s71con2qg,Data Capturing
ckfu4fi9io6s71con2r0,Administration
ckfu4fi9io6s71con2s0,Computer Proficiency Leadership Transferable Skills Time Management Interpersonal Skills Customer Service Active Listening Collaboration Talen
ckfu4fi9io6s71con2u0,On-Page Seo
ckfu4fi9io6s71con2v0,Web3
ckfu4fi9io6s71con2vg,Cybersecurity
ckfu4fi9io6s71con320,Support
ckfu4fi9io6s71con340,Analyst
ckfu4fi9io6s71con35g,Sdlc
ckfu4fi9io6s71con36g,Scrum
ckfu4fi9io6s71con37g,Hardware
ckfu4fi9io6s71con380,Innovation
ckfu4fi9io6s71con38g,Life Cycle Management
ckfu4fi9io6s71con3e0,Autocad
ckfu4fi9io6s71con3eg,3Ds Max
ckfu4fi9io6s71con3f0,Revit
ckfu4fi9io6s71con3fg,Sketch
ckfu4fi9io6s71con3h0,Backend Development
ckfu4fi9io6s71con3hg,Api Integration
ckfu4fi9io6s71con3i0,Deployment
ckfu4fi9io6s71con3kg,Tailwindcss
ckfu4fi9io6s71con3lg,Materialui
ckfu4fi9io6s71con3n0,Pppc
ckfu4fi9io6s71con3q0,Ecommerce
ckfu4fi9io6s71con3r0,Google
ckfu4fi9io6s71con3rg,Shopify
ckfu4fi9io6s71con3s0,Dropshipping
ckfu4fi9io6s71con3t0,Communication Both Verbal And Written
ckfu4fi9io6s71con3ug,Problem Solving And Product Knowldge
ckfu4fi9io6s71con3v0,Revenue Cycle
ckfu4fi9io6s71con3vg,Healthcare
ckfu4fi9io6s71con40g,C Suite
ckfu4fi9io6s71con420,Statistical Analysis
ckfu4fi9io6s71con42g,"Data Visualization (Tableau, Power Bi)"
ckfu4fi9io6s71con43g,Python Programming
ckfu4fi9io6s71con440,Data Cleaning And Preprocessing
ckfu4fi9io6s71con44g,Advanced Excel
ckfu4fi9io6s71con450,Dashboard Creation
ckfu4fi9io6s71con45g,Business Intelligence Tools
ckfu4fi9io6s71con46g,Microsoft Skills
ckfu4fi9io6s71con470,Communication Skills
ckfu4fi9io6s71con47g,Excel Skills
ckfu4fi9io6s71con480,Fast Typing
ckfu4fi9io6s71con48g,Computer Usage
ckfu4fi9io6s71con49g,Product Requirements
ckfu4fi9io6s71con4a0,Test Analyst
ckfu4fi9io6s71con4c0,Website Design
ckfu4fi9io6s71con4f0,Svelte
ckfu4fi9io6s71con4g0,Storybook
ckfu4fi9io6s71con4h0,Svg
ckfu4fi9io6s71con4hg,Three.js
ckfu4fi9io6s71con4i0,D3
ckfu4fi9io6s71con4jg,Customer Health Scoring
ckfu4fi9io6s71con4kg,Customer Support Operations
ckfu4fi9io6s71con4l0,Zendesk Administration
ckfu4fi9io6s71con4m0,Enablement
ckfu4fi9io6s71con4mg,Cx
ckfu4fi9io6s71con4n0,Customer Journey Mapping
ckfu4fi9io6s71con4o0,Lightroom
ckfu4fi9io6s71con4og,Final Cut Pro
ckfu4fi9io6s71con4q0,Photo Retouching
ckfu4fi9io6s71con4qg,Aerial Video
ckfu4fi9io6s71con4u0,Creativity
ckfu4fi9io6s71con500,Promotional Design
ckfu4fi9io6s71con51g,Editorial And Web Design
ckfu4fi9io6s71con53g,Data Entry
ckfu4fi9io6s71con540,Virtual Assistance
ckfu4fi9io6s71con570,Webgl
ckfu4fi9io6s71con590,Unity
ckfu4fi9io6s71con5ag,Customer Support
ckfu4fi9io6s71con5b0,Technical Support
ckfu4fi9io6s71con5d0,Word
ckfu4fi9io6s71con5dg,Powerpoint
ckfu4fi9io6s71con5e0,Publisher
ckfu4fi9io6s71con5f0,Gimp
ckfu4fi9io6s71con5hg,Strategic Leadership
ckfu4fi9io6s71con5j0,Targetologist (Fb Campaigns)
ckfu4fi9io6s71con5jg,"Social Media Manager (Ig, Fb, Li)"
ckfu4fi9io6s71con5k0,Landing Page Designer
ckfu4fi9io6s71con5kg,Simple Website Design
ckfu4fi9io6s71con5l0,E-Book Design
ckfu4fi9io6s71con5q0,Team Leader
